pin14,street_number,dir,street_name,type,sq_ft,ward,community_area,zoning_classification,tif_district
25252010050000,12211,S,LUELLA,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020360000,12226,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090040000,12309,S,LUELLA,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252000280000,12208,S,LUELLA,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252080370000,12330,S,LUELLA,AVE,3122,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252080480000,12356,S,LUELLA,AVE,2746,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090150000,12335,S,LUELLA,AVE,3122,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090230000,12355,S,LUELLA,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252080470000,12354,S,LUELLA,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090220000,12353,S,LUELLA,AVE,3130,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252080460000,12352,S,LUELLA,AVE,3130,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030120000,12227,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020370000,12230,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010250000,12200,S,CRANDON,AVE,2750,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020010000,12201,S,CRANDON,AVE,2750,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010260000,12202,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010270000,12204,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010280000,12208,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010290000,12210,S,CRANDON,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020050000,12211,S,CRANDON,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010300000,12212,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020060000,12213,S,CRANDON,AVE,3126,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030130000,12231,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020380000,12232,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030140000,12233,S,OGLESBY,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020390000,12234,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030150000,12235,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020400000,12236,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030160000,12237,S,OGLESBY,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020410000,12240,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030170000,12241,S,OGLESBY,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020420000,12242,S,OGLESBY,AVE,3122,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030180000,12243,S,OGLESBY,AVE,3123,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020430000,12244,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030190000,12245,S,OGLESBY,AVE,3126,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020440000,12246,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030200000,12247,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020450000,12248,S,OGLESBY,AVE,3141,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030210000,12249,S,OGLESBY,AVE,3134,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020460000,12252,S,OGLESBY,AVE,3107,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030220000,12253,S,OGLESBY,AVE,3116,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020470000,12254,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030230000,12255,S,OGLESBY,AVE,3126,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020480000,12256,S,OGLESBY,AVE,2748,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252030240000,12257,S,OGLESBY,AVE,2751,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252100490000,12326,S,OGLESBY,AVE,148510,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252110120000,12327,S,OGLESBY,AVE,3121,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010310000,12214,S,CRANDON,AVE,3123,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020070000,12215,S,CRANDON,AVE,3122,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010320000,12216,S,CRANDON,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020080000,12217,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010330000,12220,S,CRANDON,AVE,3123,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020090000,12221,S,CRANDON,AVE,3122,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010340000,12222,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020100000,12223,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010350000,12224,S,CRANDON,AVE,3123,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020110000,12225,S,CRANDON,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010360000,12226,S,CRANDON,AVE,3130,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252110130000,12331,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090210000,12349,S,LUELLA,AVE,3123,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252110140000,12333,S,OGLESBY,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252110150000,12335,S,OGLESBY,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020120000,12227,S,CRANDON,AVE,3130,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010370000,12230,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020130000,12231,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020140000,12233,S,CRANDON,AVE,3127,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010380000,12232,S,CRANDON,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010390000,12234,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252110160000,12337,S,OGLESBY,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020150000,12235,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010400000,12236,S,CRANDON,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020160000,12237,S,CRANDON,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010410000,12240,S,CRANDON,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020170000,12241,S,CRANDON,AVE,3128,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010420000,12242,S,CRANDON,AVE,3123,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020180000,12243,S,CRANDON,AVE,3120,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252010430000,12244,S,CRANDON,AVE,3121,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252020190000,12245,S,CRANDON,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252110170000,12341,S,OGLESBY,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252080450000,12348,S,LUELLA,AVE,3124,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090200000,12347,S,LUELLA,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252080440000,12346,S,LUELLA,AVE,3125,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
25252090190000,12345,S,LUELLA,AVE,3126,10,SOUTH DEERING,M3-3,Lake Calumet Ind. Cord.
16124160130000,2545,W,LAKE,ST,5001,2,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
16121070280000,3116,W,FRANKLIN,ST,3894,27,HUMBOLDT PARK,RT-4,Kinzie Industrial Corridor
16121070310000,3110,W,FRANKLIN,ST,3897,27,HUMBOLDT PARK,RT-4,Kinzie Industrial Corridor
16013180090000,892,N,SACRAMENTO,AVE,3796,26,HUMBOLDT PARK,RS-3,Kinzie Industrial Corridor
16121100070000,3109,W,FRANKLIN,BLVD,7301,27,HUMBOLDT PARK,RT-4,Kinzie Industrial Corridor
16121070320000,3106,W,FRANKLIN,ST,3894,27,HUMBOLDT PARK,RT-4,Kinzie Industrial Corridor
16123060200000,324,N,FRANCISCO,AVE,1636,27,EAST GARFIELD PARK,PMD 4,Kinzie Industrial Corridor
16123060230000,318,N,FRANCISCO,AVE,1998,27,EAST GARFIELD PARK,PMD 4,Kinzie Industrial Corridor
16123140420000,216,N,FRANCISCO,AVE,2494,2,EAST GARFIELD PARK,M1-2,Kinzie Industrial Corridor
16123060280000,2946,W,FULTON,ST,3776,27,EAST GARFIELD PARK,RT-4,Kinzie Industrial Corridor
17074090410000,1810,W,WALNUT,ST,2566,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17074090390000,1816,W,WALNUT,ST,2567,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17074090310000,1836,W,WALNUT,ST,2568,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17074080270000,1912,W,WALNUT,ST,4020,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17074080250000,1918,W,WALNUT,ST,5162,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17074080240000,1924,W,WALNUT,ST,2555,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17073140390000,2129,W,WALNUT,ST,4212,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17073140410000,2135,W,WALNUT,ST,4216,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17073140430000,2141,W,WALNUT,ST,4212,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17073090310000,2224,W,WALNUT,ST,3192,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
17073090290000,2228,W,WALNUT,ST,3194,27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor
